id,name,district_code,abbr,latitude,longitude,pinyin
28,青岛,370200,QD,36.066231,120.382988,qingdao
29,徐州,320300,XZ,34.204399,117.285767,xuzhou
30,温州,330300,WZ,27.994921,120.699387,wenzhou
31,石家庄,130100,SJZ,38.042759,114.514297,shijiazhuang
32,郑州,410100,ZZ,34.747250,113.624931,zhengzhou
34,威海,371000,WH,37.513481,122.121712,weihai
35,无锡,320200,WX,31.490990,120.312370,wuxi
38,芜湖,340200,WH,31.352461,118.433128,wuhu
39,南通,320600,NT,31.979580,120.893707,nantong
40,廊坊,131000,LF,39.021770,116.756378,langfang
41,兰州,620100,LZ,36.196220,103.125000,lanzhou
42,湘潭,430300,XT,27.829750,112.944107,xiangtan
43,太原,140100,TY,37.870590,112.550667,taiyuan
44,重庆,500000,CQ,29.564711,106.550728,chongqing
45,南宁,450100,NN,22.816730,108.366898,nanning
47,济宁,370800,JN,35.414589,116.587242,jining
48,潍坊,370700,WF,36.706860,119.161758,weifang
49,景德镇,360200,JDZ,29.268690,117.178391,jingdezhen
50,淄博,370300,ZB,36.813099,118.054802,zibo
51,东莞,441999,DG,23.020691,113.751808,dongguan
52,台州,331000,TZ,28.656111,121.420563,taizhou
53,淮南,340400,HN,32.625488,116.999802,huainan
54,枣庄,370400,ZZ,34.810711,117.321960,zaozhuang
55,嘉兴,330400,JX,30.745010,120.755501,jiaxing
56,梅州,441400,MZ,24.288441,116.122643,meizhou
57,惠州,441300,HZ,23.110750,114.416786,huizhou
58,日照,371100,RZ,35.416458,119.527191,rizhao
59,常州,320400,CZ,31.810720,119.973648,changzhou
60,临沂,371300,LY,35.104649,118.356461,linyi
61,湖州,330500,HZ,30.893049,120.088051,huzhou
62,海口,460100,HK,20.044220,110.199890,haikou
63,秦皇岛,130300,QHD,39.935452,119.599640,qinhuangdao
64,肇庆,441200,ZQ,23.046900,112.465279,zhaoqing
65,铜陵,340700,TL,30.908871,117.742203,tongling
66,九江,360400,JJ,29.705481,116.001457,jiujiang
67,金华,330700,JH,29.078119,119.647591,jinhua
68,包头,150200,BT,40.657810,109.840210,baotou
69,绍兴,330600,SX,30.030331,120.580200,shaoxing
70,安庆,340800,AQ,30.542940,117.063538,anqing
71,盐城,320900,YC,33.349510,120.161636,yancheng
72,韶关,440200,SG,24.810390,113.597229,shaoguan
73,丽水,331100,LS,28.467199,119.922928,lishui
74,泰安,370900,TA,36.199940,117.088402,taian
75,蚌埠,340300,BB,32.915482,117.389320,bengbu
76,新乡,410700,XX,35.303230,113.926750,xinxiang
77,烟台,370600,YT,37.463531,121.448013,yantai
79,湛江,440800,ZJ,21.271339,110.358940,zhanjiang
80,宜昌,420500,YC,30.691860,111.286423,yichang
81,柳州,450200,LZ,24.325430,109.415520,liuzhou
82,绵阳,510700,MY,31.467510,104.679604,mianyang
83,滁州,341100,CZ,32.301811,118.316833,chuzhou
84,聊城,371500,LC,36.457020,115.985489,liaocheng
85,六安,341500,LA,31.734880,116.523239,luan
86,大庆,230600,DQ,46.587582,125.103073,daqing
87,唐山,130200,TS,39.630482,118.180580,tangshan
88,佳木斯,230800,JMS,46.800190,130.320602,jiamusi
89,连云港,320700,LYG,34.596691,119.222954,lianyungang
90,马鞍山,340500,MAS,31.670670,118.506111,maanshan
91,齐齐哈尔,230200,QQHE,47.354309,123.917961,qiqihaer
92,呼和浩特,150100,HHHT,40.841492,111.751991,huhehaote
93,泰州,321200,TZ,32.455460,119.925537,taizhou
94,洛阳,410300,LY,34.618118,112.453613,luoyang
95,保定,130600,BD,38.873959,115.464592,baoding
96,鞍山,210300,AS,41.107769,122.994598,anshan
97,上饶,361100,SR,28.454630,117.943573,shangrao
98,桂林,450300,GL,25.273609,110.290024,guilin
99,南充,511300,NC,30.837311,106.110733,nanchong
100,荆州,421000,JZ,30.334789,112.240692,jingzhou
101,吉林,220200,JL,43.837841,126.549438,jilin
102,泉州,350500,QZ,24.873890,118.675873,quanzhou
103,宜宾,511500,YB,28.751301,104.641701,yibin
104,内江,511000,NJ,29.580151,105.058441,neijiang
105,自贡,510300,ZG,29.339199,104.778442,zigong
106,泸州,510500,LZ,28.871700,105.442574,luzhou
108,抚顺,210400,FS,41.879711,123.957222,fushun
110,锦州,210700,JZ,41.095150,121.127029,jinzhou
111,漳州,350600,ZZ,24.513470,117.647247,zhangzhou
113,泰兴,321283,TX,32.171909,120.052002,taixing
114,淮安,320800,HA,33.610161,119.015953,huaian
115,咸阳,610400,XY,34.329319,108.709290,xianyang
116,衡阳,430400,HY,26.893240,112.571953,hengyang
117,南平,350700,NP,26.641520,118.177834,nanping
118,阜新,210900,FX,42.021660,121.670113,fuxin
119,益阳,430900,YY,28.553909,112.355164,yiyang
120,常德,430700,CD,29.031580,111.698540,changde
123,茂名,440900,MM,21.663290,110.925232,maoming
124,岳阳,430600,YY,29.357281,113.129189,yueyang
126,株洲,430200,ZZ,27.827669,113.133957,zhuzhou
127,新余,360500,XY,27.817760,114.917130,xinyu
128,宜春,360900,YC,27.814430,114.416122,yichun
129,赣州,360700,GZ,25.831091,114.934761,ganzhou
130,江门,440700,JM,22.578650,113.081612,jiangmen
131,德阳,510600,DY,31.126789,104.397903,deyang
132,东营,370500,DY,37.433651,118.674660,dongying
133,怀化,431200,HH,27.569740,110.001602,huaihua
134,滨州,371600,BZ,37.382111,117.972794,binzhou
135,宿州,341300,SZ,33.646141,116.963913,suzhou
136,毕节,520500,BJ,27.298470,105.305038,bijie
137,贵阳,520100,GY,26.647020,106.630241,guiyang
138,牡丹江,231000,MDJ,44.552689,129.632446,mudanjiang
139,乐山,511100,LS,29.552210,103.765388,leshan
140,凯里,522601,KL,26.567560,107.980400,kaili
143,娄底,431300,LD,27.697281,111.994583,loudi
144,焦作,410800,JZ,35.215630,113.242012,jiaozuo
145,丹东,210600,DD,39.999802,124.356010,dandong
150,萍乡,360300,PX,27.622890,113.854271,pingxiang
151,荆门,420800,JM,31.035460,112.199448,jingmen
152,黄石,420200,HS,30.199530,115.038902,huangshi
153,晋中,140700,JZ,37.687019,112.752777,jinzhong
154,张家口,130700,ZJK,40.824440,114.887550,zhangjiakou
155,丽江,530700,LJ,26.856480,100.227097,lijiang
156,百色,451000,BS,23.902161,106.618378,baise
157,钦州,450700,QZ,21.979700,108.654312,qinzhou
165,三亚,460200,SY,18.252480,109.512093,sanya
166,运城,140800,YC,35.026279,111.006989,yuncheng
167,延边,222400,YBZXZZZZ,42.891190,129.509094,yan bian
168,临汾,141000,LF,36.088219,111.519623,linfen
169,大同,140200,DT,40.076370,113.300011,datong
170,邯郸,130400,HD,36.625561,114.539177,handan
171,四平,220300,SP,43.166458,124.350357,siping
172,承德,130800,CD,40.951500,117.963402,chengde
173,邵阳,430500,SY,27.238899,111.467697,shaoyang
174,大理,532901,DL,25.591579,100.229759,dali
175,沧州,130900,CZ,38.304409,116.838692,cangzhou
176,永州,431100,YZ,26.420340,111.612251,yongzhou
177,菏泽,371700,HZ,35.233631,115.481148,heze
178,郴州,431000,CZ,25.770630,113.014847,chenzhou
179,邢台,130500,XT,37.070549,114.504433,xingtai
180,莆田,350300,PT,25.454000,119.007713,putian
181,龙岩,350800,LY,25.075041,117.017220,longyan
182,衢州,330800,QZ,28.935921,118.874191,quzhou
183,开封,410200,KF,34.797260,114.307312,kaifeng
184,鄂州,420700,EZ,30.390850,114.894951,ezhou
191,义乌,330782,YW,29.305580,120.074677,yiwu
194,银川,640100,YC,38.486439,106.232483,yinchuan
195,阜阳,341200,FY,32.889629,115.814949,fuyang
196,十堰,420300,SY,32.615768,110.187340,shiyan
197,广汉,510681,GHS,30.977060,104.282494,guanghanshi
198,许昌,411000,XC,34.035702,113.852333,xuchang
199,黄山,341000,HS,29.715170,118.338661,huangshan
200,汕头,440500,ST,23.353500,116.682213,shantou
201,罗定,445381,LD,22.768299,111.570038,luoding
202,阳江,441700,YJ,21.858290,111.982559,yangjiang
203,中山,442099,ZS,22.515949,113.392601,zhongshan
204,周口,411600,ZK,33.625832,114.696953,zhoukou
205,孝感,420900,XG,30.924829,113.916451,xiaogan
206,宿迁,321300,SQ,33.961929,118.275490,suqian
213,峨眉山,511181,EMS,29.601250,103.484467,emeishan
214,淮北,340600,HB,33.670780,116.926224,huaibei
215,香港,810000,XG,22.276283,114.163826,xianggang
216,澳门,820000,AM,22.186834,113.543030,aomen
217,黄冈,421100,HG,30.453470,114.872383,huanggang
218,葫芦岛,211400,HLD,40.710999,120.836990,huludao
219,抚州,361000,FZ,27.947809,116.358093,fuzhou
220,吉安,360800,JA,27.113819,114.993759,jian
221,鸡西,230300,JX,45.295238,130.969543,jixi
222,辽阳,211000,LY,41.268089,123.237358,liaoyang
223,白城,220800,BC,45.619598,122.838707,baicheng
224,德州,371400,DZ,37.435501,116.359268,dezhou
226,铜仁,520600,TR,27.690660,109.180992,tongren
227,辽源,220400,LY,42.888050,125.143677,liaoyuan
228,绥化,231200,SH,46.652458,126.969322,suihua
229,恩施,422801,ES,30.295040,109.479179,enshi
230,咸宁,421200,XN,29.841261,114.322449,xianning
231,揭阳,445200,JY,23.549721,116.372711,jieyang
232,拉萨,540100,LS,29.644150,91.114502,lasa
233,西宁,630100,XN,36.617290,101.777817,xining
234,信阳,411500,XY,32.147141,114.092789,xinyang
235,潮州,445100,CZ,23.656700,116.622963,chaozhou
236,乌鲁木齐,650100,WLMQ,43.826630,87.616882,wulumuqi
237,长治,140400,CZ,36.195808,113.116493,changzhi
238,巢湖,340181,CH,31.623289,117.889374,chaohu
239,通化,220500,TH,41.728291,125.939903,tonghua
240,雅安,511800,YA,30.015430,103.039803,yaan
241,襄阳,420600,XY,32.008999,112.122551,xiangyang
242,延安,610600,YA,36.585289,109.489777,yanan
243,梧州,450400,WZ,23.477030,111.279129,wuzhou
244,宝鸡,610300,BJ,34.361938,107.237320,baoji
245,红河,532529,HHZZZ,23.369070,102.420792,honghezizhizhou
246,池州,341700,CZ,30.664690,117.491417,chizhou
247,达州,511700,DZ,31.208639,107.467911,dazhou
252,贺州,451100,HZ,24.403460,111.566551,hezhou
253,商丘,411400,SQ,34.414268,115.656349,shangqiu
254,玉林,450900,YL,22.654510,110.180977,yulin
257,安宁,530181,AN,24.919540,102.477997,anning
258,石河子,659001,SHZ,44.306530,86.078934,shihezi
259,汉中,610700,HZ,33.067612,107.023773,hanzhong
260,南阳,411300,NY,32.990730,112.528511,nanyang
261,安阳,410500,AY,36.097710,114.393097,anyang
262,广元,510800,GY,32.435490,105.843567,guangyuan
263,忻州,140900,XZ,38.416698,112.734177,xinzhou
264,保山,530500,BS,25.112049,99.161812,baoshan
265,曲靖,530300,QJS,25.490021,103.796249,qujingshi
266,衡水,131100,HS,37.738861,115.670540,hengshui
267,昌吉,652301,CJ,44.014370,87.267487,changji
268,通辽,150500,TL,43.652470,122.244690,tongliao
269,平顶山,410400,PDS,33.766090,113.192413,pingdingshan
270,三明,350400,SM,26.263849,117.639221,sanming
271,宁德,350900,ND,26.665710,119.548187,ningde
272,安康,610900,AK,32.684860,109.029320,ankang
273,安顺,520400,AS,26.253670,105.946198,anshun
274,吉首,433101,JS,28.262440,109.698112,jishou
278,琼海,469002,QH,19.258381,110.474640,qionghai
279,楚雄,532301,CX,25.032881,101.545822,chuxiong
280,张家界,430800,ZJJ,29.116671,110.478394,zhangjiajie
281,吕梁,141100,LL,37.519341,111.141647,lvliang
282,文昌,469005,WC,19.543289,110.797737,wenchang
286,儋州,469003,DZS,19.520929,109.580688,danzhoushi
289,崇左,451400,CZ,22.378950,107.364853,chongzuo
290,北海,450500,BH,21.481119,109.120079,beihai
291,遂宁,510900,SNS,30.532860,105.592728,suiningshi
292,玉溪,530400,YX,24.351931,102.546600,yuxi
293,文山,532621,WS,23.386780,104.233002,wenshan
294,普洱,530800,PE,22.825211,100.966240,puer
295,昭通,530600,ZTS,27.338169,103.716797,zhaotongshi
296,西昌,513401,XC,27.894489,102.263046,xichang
297,宜州,451281,YZ,24.485130,108.636559,yizhou
298,天水,620500,TS,34.580849,105.724861,tianshui
299,舟山,330900,ZS,29.985390,122.207779,zhoushan
306,渭南,610500,WN,34.499969,109.510147,weinan
307,榆林,610800,YL,38.285198,109.734581,yulin
312,眉山,511400,MS,30.075630,103.848511,meishan
313,亳州,341600,BZ,33.844608,115.779312,bozhou
314,宣城,341800,XC,30.940781,118.758659,xuancheng
315,攀枝花,510400,PZH,26.582279,101.718719,panzhihua
316,广安,511600,GA,30.455959,106.633217,guangan
317,巴中,511900,BZ,31.867149,106.747330,bazhong
319,江油,510781,JY,31.756910,104.724579,jiangyou
323,资阳,512000,ZY,30.128590,104.627983,ziyang
325,绵竹,510683,MZ,31.337761,104.220833,mianzhu
326,库尔勒,652801,KEL,41.726429,86.173691,kuerle
327,阿拉尔,659002,ALE,40.547981,81.280670,alaer
329,石狮,350581,SS,24.731720,118.648048,shishi
334,晋江,350582,JJ,24.781441,118.551987,jinjiang
335,伊宁市,654002,YNS,43.909500,81.277252,yiningshi
336,本溪,210500,BX,41.294128,123.766861,benxi
337,赤峰,150400,CF,42.258598,118.888939,chifeng
339,营口,210800,YK,40.666828,122.234901,yingkou
340,盘锦,211100,PJ,41.119961,122.070778,panjin
341,庆阳,621000,QY,35.709782,107.642921,qingyang
342,张掖,620700,ZY,38.925919,100.449806,zhangye
347,三河,131082,SH,39.982460,117.078217,sanhe
349,丹阳,321181,DY,32.009449,119.606941,danyang
350,仙桃,429004,XT,30.362511,113.454498,xiantao
351,任丘,130982,RQ,38.711639,116.099541,renqiu
353,即墨,370282,JM,36.389320,120.447151,jimo
354,宜兴,320282,YX,31.340420,119.823463,yixin
355,常熟,320581,CS,31.653820,120.752373,changshu
356,延吉,222401,YJ,42.891071,129.509094,yanji
357,张家港,320582,ZJG,31.875469,120.555496,zhangjiagang
358,昆山,320583,KS,31.384750,120.981812,kunshan
359,景洪,532801,JH,22.000080,100.771629,jinghong
360,朝阳,211300,CY,41.573471,120.450798,chaoyang
361,松原,220700,SY,45.141102,124.825150,songyuan
363,武安,130481,WA,36.696709,114.203758,wuan
364,江阴,320281,JY,31.920050,120.285400,jiangyin
365,河源,441600,HY,23.743650,114.700653,heyuan
366,河间,130984,HJ,38.445480,116.098999,hejian
367,泊头,130981,BT,38.083641,116.578278,botou
368,海城,210381,HC,40.881451,122.684631,haicheng
370,涿州,130681,ZZ,39.485291,115.974388,zhuozhou
371,清远,441800,QY,23.682011,113.056152,qingyuan
373,澄海,440515,CH,23.466129,116.756081,chenghai
374,濮阳市,410900,PA,35.895161,115.498688,puyang
375,瓦房店,210281,WFD,39.626438,121.979950,wafangdian
377,蒙自,532503,MZ,23.396219,103.364807,mengzi
378,迁安,130283,QA,39.998360,118.700729,qianan
379,遵义,520300,ZY,28.175440,107.816093,zunyi
380,遵化,130281,ZH,40.189240,117.965668,zunhua
382,铁岭,211200,TL,42.286201,123.842407,tieling
383,随州,421300,SZ,31.690130,113.382622,suizhou
384,鹰潭,360600,YT,28.260189,117.069191,yingtan
385,黄骅,130983,HH,38.371391,117.330116,huanghua
391,莱芜,371200,LW,36.213589,117.676666,laiwu
392,朔州,140600,SZ,39.331589,112.431808,shuozhou
393,乌海,150300,WH,39.653839,106.795464,wuhai
394,乌兰察布,150900,WLCB,40.993912,113.133759,wulanchabu
395,鄂尔多斯,150600,EEDS,39.608452,109.780869,eerduosi
396,吴忠,640300,WZ,37.997551,106.198792,wuzhong
397,白山,220600,BS,41.940800,126.424431,baishan
398,呼伦贝尔,150700,HLBE,49.211632,119.765839,hulunbeier
399,驻马店,411700,ZMD,33.011421,114.022987,zhumadian
400,漯河,411100,LH,33.581490,114.016808,luohe
401,三门峡,411200,SMX,34.772610,111.200302,sanmenxia
406,鹤壁,410600,HB,35.747002,114.297447,hebi
415,济源,419001,JY,35.067070,112.602730,jiyuan
417,巩义,410181,GY,34.747978,113.022057,gongyi
421,云浮,445300,YF,22.915251,112.044533,yunfu
422,巴南,500113,BN,29.402679,106.540413,banan
423,北碚,500109,BB,29.805830,106.396278,beibei
425,璧山,500227,BS,29.592020,106.227417,bishan
426,大渡口,500104,DDK,29.484079,106.482246,dadukou
427,大足,500111,DZ,29.486040,105.780167,dazu
428,都江堰,510181,DJY,30.988371,103.646622,doujiangyan
429,涪陵,500102,FL,29.703150,107.389816,fuling
431,贵港,450800,GG,23.113060,109.597641,guigang
432,合川,500117,HC,29.972879,106.276787,hechuan
433,河西,120103,HX,39.109539,117.223358,hexi
434,简阳,512081,JY,30.411329,104.547333,jianyang
435,江北,500105,JB,29.606609,106.574387,jiangbei
436,江津,500116,JJ,29.290140,106.259361,jiangjin
437,晋城,140500,JC,35.490391,112.851128,jincheng
438,九龙坡,500107,JLP,29.502069,106.511398,jiulongpo
439,开县,500234,KX,31.160980,108.393112,kaixian
441,六盘水,520200,LPS,26.684690,104.746681,liupanshui
442,南岸,500108,NA,29.521681,106.562561,nanan
443,南川,500119,NC,29.157881,107.098961,nanchuan
444,綦江,500110,QJ,28.964630,106.928520,qijiang
445,潜江,429005,QJ,30.401470,112.899300,qianjiang
446,荣昌县,500226,RCX,29.404850,105.594437,rongchangxian
447,沙坪坝,500106,SPB,29.540979,106.457733,shapingba
449,万州,500101,WZ,30.807899,108.408730,wanzhou
450,永川,500118,YC,29.356001,105.927094,yongchuan
451,渝北,500112,YB,29.717979,106.630432,yubei
452,渝中,500103,YZ,29.553141,106.568604,yuzhong
453,长寿,500115,ZS,29.857809,107.081047,zhangshou
454,太和,341222,TH,33.160259,115.622032,taihe
455,无为,340225,WW,31.303169,117.902237,wuwei
456,庐江,340124,LJ,31.255671,117.287361,lujiang
457,颍上,341226,YS,32.628929,116.264549,yingshang
458,寿县,341521,SX,32.573318,116.787079,shouxian
459,肥东,340122,FD,31.887699,117.469276,feidong
460,肥西,340123,FX,31.706530,117.158401,feixi
461,天长,341181,TC,32.689449,119.003548,tianchang
462,临泉,341221,LQ,33.064571,115.258110,linquan
463,涡阳,341621,WY,33.492851,116.215813,woyang
464,当涂,340521,DT,31.569901,118.497803,dangtu
465,砀山,341321,DS,34.440971,116.366058,dangshan
466,霍邱,341522,HQ,32.353199,116.278229,huoqiu
467,舒城,341523,SC,31.462090,116.948700,shucheng
468,阜南,341225,FN,32.658871,115.593193,funan
469,蒙城,341622,MC,33.265839,116.564499,mengcheng
470,利辛,341623,LX,33.144840,116.208389,lixin
471,怀远,340321,HY,32.970100,117.205139,huaiyuan
472,灵璧,341323,LB,33.542320,117.558548,lingbi
473,濉溪,340621,SX,33.915371,116.766197,suixi
474,桐城,340881,TC,31.035851,116.974159,tongcheng
475,凤台,340421,FT,32.709461,116.710770,fengtai
476,萧县,341322,XX,34.188759,116.947243,xiaoxian
477,广德,341822,GD,30.893801,119.417053,guangde
478,和县,340523,HX,31.744230,118.351448,hexian
479,定远,341125,DY,32.529980,117.698563,dingyuan
480,宁国,341881,NG,30.633640,118.983360,ningguo
481,怀宁,340822,HN,30.733810,116.829742,huaining
482,长丰,340121,CF,32.477959,117.167664,changfeng
483,五河,340322,WH,33.145069,117.885292,wuhe
484,东至,341721,DZ,30.096630,117.027657,dongzhi
485,枞阳,340823,ZY,30.699610,117.220192,zongyang
486,明光,341182,MG,32.776989,117.989441,mingguang
487,界首,341282,JS,33.257179,115.374512,jieshou
488,霍山,341525,HS,31.392790,116.332687,huoshan
489,望江,340827,WJ,30.124420,116.694229,wangjiang
490,凤阳,341126,FY,32.866001,117.561241,fengyang
491,全椒,341124,QJ,32.085300,118.273033,quanjiao
492,潜山,340824,QS,30.631069,116.581329,qianshan
493,密云,110228,MY,40.376251,116.843170,miyun
494,延庆,110229,YQ,40.456779,115.975029,yanqing
495,南安,350583,NA,24.960400,118.386269,nanan
496,惠安,350521,HA,25.030649,118.796951,huian
497,福清,350181,FQ,25.720240,119.384109,fuqing
498,龙海,350681,LH,24.446581,117.818130,longhai
499,安溪,350524,AX,25.055441,118.186852,anxi
500,福安,350981,FA,27.087971,119.647682,fuan
501,仙游,350322,XY,25.362150,118.691811,xianyou
502,闽侯,350121,MH,26.150209,119.131393,minhou
503,漳浦,350623,ZP,24.117100,117.613724,zhangpu
504,福鼎,350982,FD,27.324360,120.216713,fuding
505,长乐,350182,CL,25.962830,119.523239,changle
506,永春,350525,YC,25.321880,118.294243,yongchun
507,永安,350481,YA,25.941380,117.365181,yongan
508,诏安,350624,ZA,23.711519,117.175079,zhaoan
509,建瓯,350783,JO,27.022659,118.304977,jianou
510,连江,350122,LJ,26.197531,119.539574,lianjiang
511,德化,350526,DH,25.491600,118.240982,dehua
512,霞浦,350921,XP,26.885170,120.005562,xiapu
513,邵武,350781,SW,27.340361,117.492531,shaowu
514,长汀,350821,CT,25.833481,116.357651,changting
515,云霄,350622,YX,23.958059,117.339653,yunxiao
516,平和,350628,PH,24.363440,117.315872,pinghe
517,建阳,350784,JY,27.331751,118.120430,jianyang
518,大田,350425,DT,25.692610,117.847130,datian
519,永定,350822,YD,24.723030,116.732018,yongding
520,浦城,350722,PC,27.917210,118.541382,pucheng
521,尤溪,350426,YX,26.170040,118.190491,youxi
522,白银,620400,BY,36.544701,104.137733,baiyin
523,武威,620600,WW,37.928200,102.637970,wuwei
524,平凉,620800,PL,35.543030,106.665298,pingliang
525,临夏,622901,LX,35.604500,103.243172,linxia
526,酒泉,620900,JQ,39.732552,98.493942,jiuquan
527,嘉峪关,620200,JYG,39.772011,98.290108,jiayuguan
528,金昌,620300,JC,38.520061,102.187592,jinchang
529,普宁,445281,PN,23.297359,116.165688,puning
530,潮安,445121,CA,23.462440,116.678093,chaoan
531,增城,440183,ZC,23.260929,113.810898,zengcheng
532,陆丰,441581,LF,22.945110,115.644623,lufeng
533,揭东,445203,JD,23.566059,116.412109,jiedong
534,博罗,441322,BL,23.173149,114.289726,boluo
535,海丰,441521,HF,22.966570,115.323410,haifeng
536,惠来,445224,HL,23.033211,116.295113,huilai
537,惠东,441323,HD,22.984859,114.719994,huidong
538,廉江,440881,LJ,21.609619,110.286247,lianjiang
539,台山,440781,TS,22.251560,112.793900,taishan
540,饶平,445122,RP,23.664120,117.003899,raoping
541,雷州,440882,LZ,20.914440,110.096512,leizhou
542,四会,441284,SH,23.327431,112.734039,sihui
543,兴宁,441481,XN,24.136499,115.731194,xingning
544,汕尾,441500,SW,22.785660,115.375137,shanwei
545,电白,440904,DB,21.514139,111.013557,dianbai
546,吴川,440883,WC,21.441820,110.778236,wuchuan
547,开平,440783,KP,22.376381,112.698509,kaiping
548,英德,441881,YD,24.185720,113.415047,yingde
549,清新,441803,QX,23.734739,113.016579,qingxin
550,鹤山,440784,HS,22.765301,112.964363,heshan
551,高州,440981,GZ,21.918119,110.853378,gaozhou
552,揭西,445222,JX,23.431410,115.841888,jiexi
553,信宜,440983,XY,22.354290,110.947098,xinyi
554,化州,440982,HZ,21.663971,110.639542,huazhou
555,恩平,440785,EP,22.182940,112.305321,enping
556,阳春,441781,YC,22.170300,111.791527,yangchun
557,五华,441424,WH,23.932541,115.776093,wuhua
558,徐闻,440825,XW,20.326521,110.175018,xuwen
559,梅县,441403,MX,24.265390,116.082451,meixian
560,遂溪,440823,SX,21.377081,110.250061,suixi
561,高要,441283,GY,23.025810,112.458389,gaoyao
563,从化,440184,CH,23.548349,113.586456,conghua
564,紫金,441621,ZJ,23.635321,115.183983,zijin
565,阳东,441723,YD,21.868290,112.006699,yangdong
566,北流,450981,BL,22.708370,110.354263,beiliu
568,桂平,450881,GP,23.394100,110.079010,guiping
569,平南,450821,PN,23.539190,110.392151,pingnan
571,兴义,522301,XY,25.091921,104.895531,xingyi
573,黔西,520522,QX,27.008659,106.032303,qianxi
574,织金,520524,ZJ,26.663010,105.774879,zhijin
575,大方,520521,DF,27.141609,105.612999,dafang
576,都匀,522701,DY,26.259790,107.518669,duyun
577,仁怀,520382,RH,27.792339,106.401558,renhuai
578,盘县,520222,PX,25.709930,104.471581,panxian
579,纳雍,520525,NY,26.777700,105.382690,nayong
580,金沙,520523,JS,27.459221,106.220139,jinsha
581,万宁,469006,WN,18.795321,110.389748,wanning
582,澄迈,469023,CM,19.738489,110.004868,chengmai
583,东方,469007,DF,19.096140,108.653671,dongfang
584,临高,469024,LG,19.912430,109.690773,lingao
585,屯昌,469022,TC,19.351820,110.103470,tunchang
586,定安,469021,DA,19.681210,110.359299,dingan
587,定州,130682,DZ,38.516258,114.990250,dingzhou
588,魏县,130434,WX,36.359909,114.938820,weixian
589,永年,130429,YN,36.777710,114.490952,yongnian
590,宁晋,130528,NJ,37.619801,114.919319,ningjin
591,玉田,130229,YT,39.900501,117.738808,yutian
592,磁县,130427,CX,36.373959,114.373917,cixian
593,藁城,130182,GC,38.021660,114.846764,gaocheng
594,高碑店,130684,GBD,39.326580,115.873734,gaobeidian
595,大名,130425,DM,36.285580,115.147881,daming
596,霸州,131081,BZ,39.127090,116.391342,bazhou
597,清苑,130622,QY,38.765259,115.489891,qingyuan
598,辛集,130181,XJ,37.943161,115.217918,xinji
599,临漳,130423,LZ,36.334641,114.619553,linzhang
600,滦县,130223,LX,39.740582,118.703506,luanxian
601,徐水,130625,XS,39.018650,115.655861,xushui
602,文安,131026,WA,38.873280,116.458481,wenan
603,滦南,130224,LN,39.166672,118.068031,luannan
604,沙河,130582,SH,36.855160,114.503319,shahe
605,涉县,130426,SX,36.584949,113.691422,shexian
606,正定,130123,ZD,38.146179,114.570961,zhengding
607,隆尧,130525,LY,37.350250,114.770309,longyao
608,安新,130632,AX,38.935349,115.935638,anxin
609,深州,131182,SZ,38.000221,115.560013,shenzhou
610,景县,131127,JX,37.692341,116.270599,jingxian
611,青县,130922,QX,38.583481,116.803177,qingxian
612,赵县,130133,ZX,37.756310,114.776161,zhaoxian
613,香河,131024,XH,39.761421,117.006447,xianghe
614,新乐,130184,XL,38.343380,114.683838,xinle
615,清河,130534,QH,37.039928,115.667183,qinghe
616,南宫,130581,NG,37.357948,115.408661,nangong
617,盐山,130925,YS,38.058300,117.230247,yanshan
618,大城,131025,DC,38.704689,116.654228,daicheng
619,固安,131022,GA,39.438251,116.298523,guan
621,邓州,411381,DZ,32.687771,112.087357,dengzhou
622,唐河,411328,TH,32.681171,112.807449,tanghe
623,永城,411481,YC,33.929150,116.449463,yongcheng
624,禹州,411081,YZ,34.140480,113.487938,yuzhou
625,新密,410183,XM,34.539520,113.390442,xinmi
627,项城,411681,XC,33.467232,114.875618,xiangcheng
628,新郑,410184,XZ,34.396049,113.741608,xinzheng
629,汝州,410482,RZ,34.167171,112.844368,ruzhou
630,登封,410185,DF,34.453480,113.050278,dengfeng
631,上蔡,411722,SC,33.262550,114.264351,shangcai
632,固始,411525,GS,32.168388,115.654808,gushi
633,淮阳,411626,HY,33.731499,114.886139,huaiyang
635,方城,411322,FC,33.254391,113.012550,fangcheng
636,长垣,410728,CY,35.200489,114.668861,changyuan
637,镇平,411324,ZP,33.033909,112.234482,zhenping
638,太康,411627,TK,34.063789,114.837791,taikang
639,林州,410581,LZ,36.083080,113.819077,linzhou
640,偃师,410381,YS,34.727631,112.789650,yanshi
641,长葛,411082,CG,34.216721,113.768272,changge
642,郸城,411625,DC,33.644749,115.177040,dancheng
643,鹿邑,411628,LY,33.860088,115.484428,luyi
644,荥阳,410182,XY,34.787621,113.383492,xingyang
645,虞城,411425,YC,34.397369,115.865189,yucheng
646,沈丘,411624,SQ,33.409401,115.098557,shenqiu
647,夏邑,411426,XY,34.239288,116.129692,xiayi
648,潢川,411526,HC,32.131561,115.051292,huangchuan
649,临颍,411122,LY,33.809582,113.934433,linying
650,息县,411528,XX,32.342819,114.740242,xixian
651,杞县,410221,QX,34.550339,114.782829,qixian
652,泌阳,411726,BY,32.724098,113.327087,biyang
653,辉县,410782,HX,35.462120,113.805397,huixian
